Date	Close	Change	Avg Gain	Avg Loss	RS	RSI										
14/06/2006	25.110001	0.720002	0.245723703	0.592615055	0.414643031	29.31078879										
15/06/2006	26.110001	1	0.299600581	0.550285408	0.544445803	35.25185552										
16/06/2006	25.639999	-0.470002	0.27820054	0.544550879	0.51088071	33.81343784										
19/06/2006	24.950001	-0.689998	0.258329072	0.554939959	0.465508148	31.76428247										
20/06/2006	24.870001	-0.08	0.239876996	0.521015676	0.460402646	31.52573347										
21/06/2006	25.42	0.549999	0.262028568	0.483800271	0.541604838	35.13253364										
22/06/2006	25.370001	-0.049999	0.243312241	0.452814466	0.53733319	34.95229228										
23/06/2006	25.139999	-0.230002	0.225932796	0.43689929	0.517127862	34.08597751										
26/06/2006	24.66	-0.479999	0.209794739	0.43997784	0.476830239	32.2874103										
27/06/2006	24.26	-0.4	0.1948094	0.43712228	0.445663397	30.82760466										
28/06/2006	23.889999	-0.370001	0.180894443	0.432327903	0.418419541	29.49899725										
29/06/2006	24.809999	0.92	0.233687697	0.401447339	0.582112956	36.79338785										
30/06/2006	24.42	-0.389999	0.216995719	0.4006296	0.54163676	35.13387681										
03/07/2006	24.6	0.18	0.214353167	0.3720132	0.576197746	36.55618385										
05/07/2006	23.9	-0.7	0.199042227	0.395440829	0.50334263	33.48156436										
06/07/2006	23.83	-0.07	0.184824925	0.372195055	0.496580818	33.1810225										
07/07/2006	23.559999	-0.270001	0.171623145	0.36489548	0.47033508	31.98829207										
10/07/2006	22.51	-1.049999	0.159364349	0.413831446	0.385094826	27.80277702										
11/07/2006	22.98	0.47	0.181552609	0.384272057	0.472458526	32.08637238										
12/07/2006	22.84	-0.14	0.168584566	0.366824053	0.459578822	31.48708482										
13/07/2006	22.129999	-0.710001	0.156542811	0.391336692	0.400020786	28.57248908										
14/07/2006	21.6	-0.529999	0.145361182	0.401241142	0.362278855	26.59359014										
17/07/2006	20.92	-0.68	0.13497824	0.421152489	0.320497311	24.2709552										
18/07/2006	20.549999	-0.370001	0.125336937	0.417498811	0.300209088	23.08929315										
19/07/2006	21.459999	0.91	0.181384299	0.387677468	0.467874236	31.87427263										
20/07/2006	21.65	0.190001	0.181999778	0.35998622	0.50557429	33.58016229										
21/07/2006	18.26	-3.39	0.168999794	0.576415776	0.293190784	22.67188941										
24/07/2006	17.389999	-0.870001	0.15692838	0.597386149	0.262691694	20.80410409										
25/07/2006	17.799999	0.41	0.175004924	0.55471571	0.31548579	23.98245519										
26/07/2006	18.25	0.450001	0.194647501	0.515093159	0.377887956	27.42515849										
27/07/2006	18.059999	-0.190001	0.180744108	0.491872291	0.367461456	26.87179622										
28/07/2006	19.1	1.040001	0.2421196	0.456738556	0.530105456	34.6450275										
31/07/2006	19.389999	0.289999	0.245539557	0.424114373	0.57894656	36.66663425										
01/08/2006	19.1	-0.289999	0.228001018	0.414534703	0.550016719	35.48456686										
02/08/2006	19.6	0.5	0.247429516	0.384925082	0.642799152	39.1282861										
03/08/2006	20.450001	0.850001	0.290470337	0.357430433	0.812662576	44.83253457										
04/08/2006	20.469999	0.019998	0.271150884	0.331899688	0.816966372	44.96320816										
07/08/2006	20.219999	-0.25	0.251782964	0.32604971	0.772222627	43.57368059										
08/08/2006	20.120001	-0.099998	0.233798466	0.309903159	0.754424275	43.00124465										
09/08/2006	19.85	-0.270001	0.217098576	0.307053005	0.707039411	41.41904435										
10/08/2006	20.01	0.16	0.213020106	0.285120648	0.747122693	42.76303524										
11/08/2006	19.780001	-0.229999	0.197804384	0.281183387	0.703471091	41.29633282										
14/08/2006	19.870001	0.09	0.190104071	0.261098859	0.728092307	42.13272082										
15/08/2006	20.870001	1	0.24795378	0.242448941	1.022705149	50.56125701										
16/08/2006	22.57	1.699999	0.351671296	0.225131159	1.562072957	60.96910522										
17/08/2006	24.200001	1.630001	0.442980561	0.209050362	2.119013598	67.93858159										
18/08/2006	23.93	-0.270001	0.411339092	0.213403979	1.927513691	65.84132115										
21/08/2006	23.4	-0.53	0.381957728	0.236017981	1.618341649	61.80788705										
22/08/2006	24.879999	1.479999	0.460389248	0.219159554	2.100703529	67.74925462										
23/08/2006	24.9	0.020001	0.428932944	0.2035053	2.107723704	67.82210727										
24/08/2006	24.76	-0.14	0.398294877	0.198969207	2.001791548	66.68656088										
25/08/2006	24.559999	-0.200001	0.369845243	0.199042906	1.858118178	65.01194361										
28/08/2006	23.92	-0.639999	0.343427725	0.23053977	1.48966803	59.83400245										
29/08/2006	24.4	0.48	0.353182888	0.214072644	1.649827281	62.26169127										
30/08/2006	25.030001	0.630001	0.37295561	0.198781741	1.876206582	65.23198276										
31/08/2006	24.99	-0.040001	0.346315924	0.187440259	1.84760694	64.88279383										
01/09/2006	24.66	-0.33	0.321579072	0.197623098	1.627234243	61.93715872										
05/09/2006	26.219999	1.559999	0.410037638	0.183507162	2.234450325	69.08284563										
06/09/2006	24.530001	-1.689998	0.380749236	0.291113651	1.307905812	56.67067543										
07/09/2006	24.59	0.059999	0.357838504	0.270319818	1.323759784	56.966292										
08/09/2006	25.799999	1.209999	0.418707111	0.25101126	1.668080991	62.51987839										
11/09/2006	25.66	-0.139999	0.38879946	0.243081813	1.599459276	61.530461										
12/09/2006	26.48	0.82	0.419599499	0.225718826	1.858947727	65.0220957										
13/09/2006	27.15	0.67	0.437485249	0.209596053	2.08727809	67.60900797										
14/09/2006	27.02	-0.13	0.406236303	0.203910621	1.992227288	66.58007886										
15/09/2006	26.530001	-0.489999	0.377219424	0.224345505	1.681421806	62.70635237										
18/09/2006	27.32	0.789999	0.406703679	0.208320826	1.952294868	66.12804464										
19/09/2006	26.93	-0.39	0.377653417	0.22129791	1.706538561	63.05243848										
20/09/2006	27.379999	0.449999	0.382820958	0.205490916	1.862958058	65.07109152										
21/09/2006	26.98	-0.399999	0.355476604	0.219384351	1.620337106	61.83697137										
22/09/2006	26.209999	-0.770001	0.330085418	0.258714111	1.2758694	56.06074759										
25/09/2006	26.77	0.560001	0.34650796	0.240234532	1.442373653	59.05622391										
26/09/2006	25.99	-0.78	0.321757391	0.278789208	1.154124268	53.57742287										
27/09/2006	25.32	-0.67	0.29877472	0.306732836	0.97405522	49.34285577										
28/09/2006	25.07	-0.25	0.277433669	0.302680491	0.9165892	47.82397813										
29/09/2006	24.85	-0.22	0.257616978	0.296774742	0.868055606	46.46840295										
02/10/2006	24.809999	-0.040001	0.239215765	0.27843376	0.859147847	46.21191631										
03/10/2006	24.129999	-0.68	0.222128925	0.307117063	0.723271195	41.97082834										
04/10/2006	25.030001	0.900002	0.27054843	0.28518013	0.948693132	48.68355701										
05/10/2006	25.110001	0.08	0.256937828	0.264810121	0.970271936	49.24558475										
06/10/2006	24.01	-1.100001	0.238585126	0.324466612	0.735314875	42.37357068										
09/10/2006	23	-1.01	0.221543332	0.373433282	0.59326081	37.23563688										
10/10/2006	23.139999	0.139999	0.215718736	0.346759477	0.622099037	38.35148303										
11/10/2006	24.27	1.130001	0.281024612	0.321990943	0.872771793	46.60321116										
12/10/2006	24.690001	0.420001	0.290951497	0.29899159	0.973109303	49.31857051										
13/10/2006	25.23	0.539999	0.308740605	0.277635047	1.112037574	52.6523575										
16/10/2006	25.379999	0.149999	0.297401919	0.257803973	1.153597113	53.5660596										
17/10/2006	24.48	-0.899999	0.276158924	0.303675046	0.909389586	47.62724133										
18/10/2006	24.23	-0.25	0.256433287	0.299841114	0.85523057	46.09834399										
19/10/2006	21.01	-3.22	0.238116624	0.508423892	0.468342711	31.89600814										
20/10/2006	20.120001	-0.889999	0.221108293	0.535679257	0.41276247	29.21669276										
23/10/2006	20.24	0.119999	0.213886201	0.497416453	0.429994223	30.06964755										
24/10/2006	20.32	0.08	0.204322901	0.461886706	0.44236584	30.6694618										
25/10/2006	20.83	0.51	0.226156979	0.428894798	0.527301754	34.5250539										
26/10/2006	21.5	0.67	0.257860052	0.398259456	0.647467495	39.30077511										
27/10/2006	20.860001	-0.639999	0.239441477	0.415526566	0.576236267	36.55773433										
30/10/2006	21.32	0.459999	0.255195586	0.385846097	0.661392166	39.80951516										
31/10/2006	21.27	-0.05	0.23696733	0.36185709	0.65486441	39.57208857										
01/11/2006	20.73	-0.54	0.220041092	0.374581584	0.587431688	37.00516327										
02/11/2006	20.85	0.12	0.2128953	0.347825756	0.612074568	37.96813004										
03/11/2006	20.879999	0.029999	0.199831278	0.322981059	0.618708969	38.22237233										
06/11/2006	21.389999	0.51	0.221986187	0.299910984	0.740173582	42.53446837										
07/11/2006	21.559999	0.17	0.218272888	0.278488771	0.783776263	43.93915758										
08/11/2006	21.25	-0.309999	0.202681967	0.280739501	0.721957425	41.92655488										
09/11/2006	20.889999	-0.360001	0.188204684	0.286401037	0.657136881	39.65495477										
10/11/2006	21.07	0.180001	0.187618706	0.26594382	0.705482483	41.36556606										
13/11/2006	21.200001	0.130001	0.183503156	0.246947833	0.743084699	42.63044128										
14/11/2006	21.34	0.139999	0.180395716	0.229308702	0.786693723	44.03069831										
15/11/2006	21.709999	0.369999	0.193938808	0.212929509	0.910812264	47.66623499										
16/11/2006	21.74	0.030001	0.182228965	0.197720258	0.921650448	47.96139948										
17/11/2006	21.450001	-0.289999	0.16921261	0.204311597	0.828208543	45.30164494										
20/11/2006	21.440001	-0.01	0.157125995	0.190432197	0.825102043	45.20854307										
21/11/2006	21.24	-0.200001	0.14590271	0.191115683	0.763426147	43.2922098										
22/11/2006	21.77	0.53	0.17333823	0.177464563	0.976748414	49.41187291										
24/11/2006	21.799999	0.029999	0.163099714	0.164788523	0.98975166	49.74247189										
27/11/2006	21.83	0.030001	0.153592663	0.153017914	1.00375609	50.09372622										
28/11/2006	21.93	0.1	0.149764616	0.142088063	1.054026725	51.31514172										
29/11/2006	21.41	-0.52	0.139067143	0.169081773	0.822484534	45.12984986										
30/11/2006	21.57	0.16	0.140562347	0.157004503	0.895275895	47.23723323										
01/12/2006	20.690001	-0.879999	0.130522179	0.208646967	0.625564709	38.48291648										
04/12/2006	21.040001	0.35	0.146199167	0.193743612	0.754601221	43.00699283										
05/12/2006	21.34	0.299999	0.157184869	0.179904783	0.873711451	46.6299894										
06/12/2006	21.49	0.15	0.156671664	0.167054441	0.937847942	48.39636392										
07/12/2006	21.049999	-0.440001	0.145480831	0.186550624	0.779846391	43.81537614										
08/12/2006	20.93	-0.119999	0.135089343	0.181796937	0.743078214	42.63022783										
11/12/2006	20.690001	-0.239999	0.125440104	0.185954227	0.67457517	40.28336154										
12/12/2006	20.469999	-0.220002	0.116480097	0.188386211	0.618304792	38.20694315										
13/12/2006	20.17	-0.299999	0.10816009	0.196358553	0.550829533	35.51838039										
14/12/2006	22.709999	2.539999	0.281862869	0.182332942	1.545869146	60.72068348										
15/12/2006	22.120001	-0.589998	0.261729807	0.211451875	1.237774825	55.31275136										
18/12/2006	21.969999	-0.150002	0.243034821	0.207062598	1.173726319	53.99604858										
19/12/2006	21.639999	-0.33	0.225675191	0.215843841	1.045548439	51.11335517										
20/12/2006	21.85	0.210001	0.224555606	0.200426424	1.120389226	52.83884734										
21/12/2006	20.950001	-0.899999	0.20851592	0.250395893	0.832744966	45.43703468										
22/12/2006	20.77	-0.180001	0.193621925	0.245367687	0.789109307	44.10626585										
26/12/2006	20.6	-0.17	0.179791788	0.239984281	0.749181519	42.83040444										
27/12/2006	20.700001	0.100001	0.174092446	0.222842546	0.781235221	43.85918332										
28/12/2006	20.57	-0.130001	0.161657271	0.216211007	0.747682892	42.78138188										
29/12/2006	20.35	-0.22	0.150110323	0.21648165	0.693408996	40.9475205										
03/01/2007	19.52	-0.83	0.139388157	0.260304389	0.535481395	34.87384456										
04/01/2007	19.790001	0.270001	0.148717646	0.241711218	0.615269937	38.09084308										
05/01/2007	19.709999	-0.080002	0.138094957	0.23016056	0.599994009	37.49976598										
08/01/2007	19.469999	-0.24	0.128231032	0.230863377	0.555441202	35.70955952										
09/01/2007	19.65	0.180001	0.131928886	0.214373136	0.615417067	38.09648168										
10/01/2007	20.01	0.36	0.14821968	0.199060769	0.744595136	42.68011073										
11/01/2007	20.18	0.17	0.149775417	0.184842143	0.810288256	44.76017858										
12/01/2007	18.26	-1.92	0.139077173	0.30878199	0.450405717	31.05377423										
16/01/2007	18.129999	-0.130001	0.129143089	0.296011919	0.436276654	30.37553056										
17/01/2007	18.200001	0.070002	0.124918726	0.27486821	0.454467709	31.24632513										
18/01/2007	17.92	-0.280001	0.11599596	0.275234838	0.421443595	29.64898479										
19/01/2007	17.73	-0.19	0.107710534	0.269146635	0.400192757	28.58126176										
22/01/2007	17.530001	-0.199999	0.100016925	0.264207519	0.378554422	27.46024502										
23/01/2007	17.51	-0.020001	0.092872858	0.246764196	0.376362779	27.34473677										
24/01/2007	16.030001	-1.479999	0.086239083	0.334852396	0.257543574	20.47989265										
25/01/2007	16.049999	0.019998	0.081507577	0.310934368	0.262137561	20.76933366										
26/01/2007	16.219999	0.17	0.087828464	0.28872477	0.304194421	23.32431547										
29/01/2007	15.95	-0.269999	0.081555003	0.287387215	0.2837809	22.10508818										
30/01/2007	15.79	-0.16	0.075729645	0.278288128	0.272126755	21.39148113										
31/01/2007	15.55	-0.24	0.070320385	0.275553262	0.255197069	20.33123527										
01/02/2007	15.77	0.22	0.081011786	0.255870886	0.316611972	24.04747785										
02/02/2007	15.69	-0.08	0.07522523	0.24330868	0.309176104	23.61608215										
05/02/2007	15.6	-0.09	0.069851999	0.23235806	0.300622234	23.11372405										
06/02/2007	15.32	-0.28	0.064862571	0.235761056	0.275119953	21.57600565										
07/02/2007	15.5	0.18	0.073086673	0.21892098	0.333849559	25.02902645										
08/02/2007	15.13	-0.37	0.067866196	0.229712339	0.295439925	22.80614631										
09/02/2007	14.9	-0.23	0.063018611	0.229732886	0.274312536	21.52631544										
12/02/2007	14.69	-0.21	0.058517281	0.228323394	0.25629122	20.40062178										
13/02/2007	14.6	-0.09	0.054337476	0.218443152	0.248748817	19.91984403										
14/02/2007	14.95	0.35	0.075456227	0.20284007	0.371998626	27.11362966										
15/02/2007	14.83	-0.12	0.070066497	0.196922922	0.355806709	26.24317366										
16/02/2007	14.94	0.11	0.07291889	0.182856999	0.398775493	28.50889904										
20/02/2007	14.92	-0.02	0.067710398	0.171224356	0.395448401	28.33844665										
21/02/2007	14.56	-0.36	0.062873941	0.184708331	0.340395804	25.39517083										
22/02/2007	14.54	-0.02	0.058382945	0.17294345	0.33758402	25.23834127										
23/02/2007	14.69	0.15	0.06492702	0.160590346	0.404302138	28.79025297										
26/02/2007	15.68	0.99	0.131003662	0.149119607	0.878513994	46.7664333										
27/02/2007	15.08	-0.6	0.121646257	0.18132535	0.670872868	40.15104206										
28/02/2007	15.07	-0.01	0.112957239	0.169087825	0.668038868	40.04935861										
01/03/2007	14.79	-0.28	0.104888865	0.177010123	0.592558567	37.20796078										
02/03/2007	14.18	-0.61	0.097396803	0.207937971	0.468393543	31.89836573										
05/03/2007	13.95	-0.23	0.090439888	0.20951383	0.431665481	30.15128094										
06/03/2007	14.09	0.14	0.093979896	0.194548557	0.483066531	32.57214163										
07/03/2007	14.1	0.01	0.087981332	0.180652231	0.487020458	32.75142956										
08/03/2007	14.19	0.09	0.088125523	0.167748501	0.525343134	34.44098067										
09/03/2007	14.2	0.01	0.082545128	0.155766465	0.529928753	34.63747917										
12/03/2007	14.17	-0.03	0.076649048	0.146783146	0.522192432	34.30528367										
13/03/2007	13.94	-0.23	0.071174116	0.152727207	0.466021198	31.7881623										
14/03/2007	14.13	0.19	0.079661679	0.141818121	0.56171721	35.96792084										
15/03/2007	13.93	-0.2	0.073971559	0.145973969	0.506744863	33.63176313										
16/03/2007	14.01	0.08	0.074402162	0.135547257	0.548902011	35.43813663										
19/03/2007	13.72	-0.29	0.069087722	0.146579596	0.471332462	32.03439565										
20/03/2007	13.41	-0.31	0.064152885	0.158252482	0.405383118	28.84502546										
21/03/2007	13.6	0.19	0.073141964	0.146948733	0.497737971	33.23264686										
22/03/2007	13.35	-0.25	0.067917538	0.154309538	0.440138303	30.56222464										
23/03/2007	13.5	0.15	0.073780571	0.143287428	0.514913082	33.98961222										
26/03/2007	13.55	0.05	0.072081959	0.133052612	0.54175531	35.13886456										
27/03/2007	13.5	-0.05	0.066933248	0.127120282	0.526534762	34.49215669										
28/03/2007	13.38	-0.12	0.062152301	0.126611691	0.490889119	32.92593077										
29/03/2007	13.08	-0.3	0.057712851	0.13899657	0.415210615	29.33913937										
30/03/2007	13.06	-0.02	0.053590505	0.130496815	0.410665232	29.11145907										
02/04/2007	12.83	-0.23	0.049762612	0.137604185	0.361635886	26.55892739										
03/04/2007	12.9	0.07	0.051208139	0.127775315	0.400767075	28.61054364										
04/04/2007	12.71	-0.19	0.047550415	0.132219935	0.359631208	26.45064381										
05/04/2007	12.86	0.15	0.054868243	0.122775654	0.446898393	30.88664657										
09/04/2007	13.35	0.49	0.085949082	0.114005965	0.753899874	42.98420253										
10/04/2007	13.27	-0.08	0.079809862	0.111576967	0.715289761	41.70081215										
11/04/2007	13.19	-0.08	0.074109158	0.10932147	0.677901222	40.40173599										
12/04/2007	13.66	0.47	0.102387075	0.101512793	1.00861253	50.21439002										
13/04/2007	13.57	-0.09	0.095073713	0.100690451	0.944217767	48.56543248										
16/04/2007	13.52	-0.05	0.088282733	0.097069704	0.909477718	47.62965858										
17/04/2007	13.47	-0.05	0.081976824	0.093707583	0.874815264	46.66141144										
18/04/2007	13.91	0.44	0.107549908	0.087014184	1.236004326	55.27736739										
19/04/2007	14.28	0.37	0.126296343	0.080798885	1.56309512	60.98467076										
20/04/2007	14.16	-0.12	0.117275175	0.083598965	1.402830478	58.38241569										
23/04/2007	14.04	-0.12	0.108898377	0.086199039	1.263336332	55.81743704										
24/04/2007	14.57	0.53	0.138977065	0.080041964	1.736302521	63.45433327										
25/04/2007	14.65	0.08	0.134764417	0.074324681	1.813185269	64.45310549										
26/04/2007	14.5	-0.15	0.125138387	0.079730061	1.569525792	61.08231319										
27/04/2007	14.32	-0.18	0.116199931	0.0868922	1.337288405	57.2153784										
30/04/2007	13.82	-0.5	0.107899936	0.1163999	0.926976194	48.10522294										
01/05/2007	13.54	-0.28	0.100192798	0.128085621	0.782232985	43.89061315										
02/05/2007	13.63	0.09	0.099464741	0.118936648	0.836283368	45.54217408										
03/05/2007	13.69	0.06	0.096645831	0.110441173	0.875088772	46.6691916										
04/05/2007	13.53	-0.16	0.089742557	0.113981089	0.787346019	44.05112444										
07/05/2007	13.28	-0.25	0.083332374	0.123696726	0.673682943	40.25152708										
08/05/2007	13.18	-0.1	0.077380062	0.122004103	0.634241474	38.80953239										
09/05/2007	13.57	0.39	0.099710058	0.113289524	0.880134845	46.81232557										
10/05/2007	14.05	0.48	0.126873625	0.105197415	1.206052685	54.6701669										
11/05/2007	14.68	0.63	0.162811223	0.097683314	1.666725016	62.50082052										
14/05/2007	15.36	0.68	0.199753279	0.090705934	2.202207384	68.77154163										
15/05/2007	15.4	0.04	0.18834233	0.084226939	2.236129344	69.09888655										
16/05/2007	15.58	0.18	0.187746449	0.078210729	2.400520381	70.59273617										
17/05/2007	15.43	-0.15	0.174335989	0.083338534	2.091901308	67.65744115										
18/05/2007	15.59	0.16	0.17331199	0.077385782	2.239584398	69.13184294										
21/05/2007	15.43	-0.16	0.160932562	0.083286797	1.932269781	65.89672592										
22/05/2007	15.42	-0.01	0.149437379	0.078052026	1.914586797	65.68981919										
23/05/2007	15.21	-0.21	0.13876328	0.087476881	1.586285176	61.33450367										
24/05/2007	14.88	-0.33	0.128851617	0.104799961	1.22950062	55.14690639										
25/05/2007	14.76	-0.12	0.11964793	0.105885678	1.129972743	53.0510424										
29/05/2007	14.6	-0.16	0.11110165	0.109750987	1.01230661	50.30578368										
30/05/2007	14.37	-0.23	0.103165818	0.118340202	0.871773206	46.57472408										
31/05/2007	14.27	-0.1	0.095796831	0.117030188	0.818565127	45.01159266										
01/06/2007	14.31	0.04	0.091811343	0.108670889	0.844856831	45.79525181										
04/06/2007	14.17	-0.14	0.08525339	0.110908682	0.768680935	43.46068981										
05/06/2007	13.98	-0.19	0.079163862	0.116558062	0.679179632	40.44710996										
06/06/2007	13.63	-0.35	0.0735093	0.133232486	0.55173706	35.5560922										
07/06/2007	13.68	0.05	0.071830065	0.12371588	0.580605048	36.7330883										
08/06/2007	14.07	0.39	0.094556488	0.114879032	0.823096149	45.14825778										
11/06/2007	13.91	-0.16	0.087802454	0.118101958	0.743446215	42.64233727										
12/06/2007	13.8	-0.11	0.08153085	0.117523247	0.69374232	40.95914189										
13/06/2007	13.96	0.16	0.087135789	0.109128729	0.798467918	44.39711769										
14/06/2007	13.78	-0.18	0.080911804	0.114190963	0.708565742	41.4713771										
15/06/2007	13.63	-0.15	0.07513239	0.116748751	0.643539129	39.15569259										
18/06/2007	13.51	-0.12	0.06976579	0.116980983	0.596385741	37.35849837										
19/06/2007	13.57	0.06	0.069068234	0.108625199	0.635839886	38.8693228										
20/06/2007	13.64	0.07	0.069134789	0.100866256	0.685410478	40.66727285										
21/06/2007	14.72	1.08	0.141339447	0.093661523	1.509044927	60.14419713										
22/06/2007	14.57	-0.15	0.131243772	0.0976857	1.343531055	57.32934718										
25/06/2007	14.28	-0.29	0.121869217	0.111422436	1.093758323	52.23899584										
26/06/2007	14.18	-0.1	0.113164273	0.110606548	1.023124535	50.57150548										
27/06/2007	14.58	0.4	0.133652539	0.10270608	1.301310876	56.54650528										
28/06/2007	14.49	-0.09	0.124105929	0.101798503	1.219133146	54.93735913										
29/06/2007	14.3	-0.19	0.11524122	0.10809861	1.066074948	51.59904528										
02/07/2007	14.36	0.06	0.111295418	0.10037728	1.108771007	52.57901419										
03/07/2007	14.36	0	0.103345746	0.093207475	1.108771007	52.57901419										
05/07/2007	14.19	-0.17	0.095963907	0.098692655	0.972351048	49.29908644										
06/07/2007	14.39	0.2	0.103395056	0.09164318	1.128235145	53.01271091										
09/07/2007	14.57	0.18	0.108866838	0.085097238	1.279322808	56.12732007										
10/07/2007	14.43	-0.14	0.101090635	0.089018864	1.135609133	53.17495208										
11/07/2007	14.65	0.22	0.109584161	0.082660374	1.32571577	57.00248445										
12/07/2007	15.36	0.71	0.152471007	0.076756061	1.986436041	66.51527151										
13/07/2007	15.43	0.07	0.146580221	0.071273486	2.056588356	67.2837856										
16/07/2007	15.72	0.29	0.156824491	0.066182522	2.369575607	70.32267215										
17/07/2007	15.84	0.12	0.15419417	0.061455199	2.509050031	71.5022587										
18/07/2007	15.46	-0.38	0.143180301	0.084208399	1.700309014	62.96720136										
19/07/2007	15.78	0.32	0.155810279	0.078193514	1.99262409	66.58451012										
20/07/2007	15.5	-0.28	0.144680973	0.092608263	1.562290115	60.97241315										
23/07/2007	15.36	-0.14	0.134346618	0.095993387	1.39954035	58.32535177										
24/07/2007	15.21	-0.15	0.124750431	0.099851002	1.249365841	55.54302543										
25/07/2007	15.58	0.37	0.142268258	0.092718788	1.53440593	60.54302161										
26/07/2007	14.73	-0.85	0.132106239	0.146810303	0.899843108	47.36407465										
27/07/2007	13.87	-0.86	0.122670079	0.197752424	0.620321494	38.28385271										
