Date	Close	Change	Avg Gain	Avg Loss	RS	RSI	
14/03/2006	75.449997						
15/03/2006	76.050003	0.600006					
16/03/2006	76.730003	0.68					
17/03/2006	77.849998	1.119995					
20/03/2006	78.18	0.330002					
21/03/2006	78.260002	0.080002					
22/03/2006	78.610001	0.349999					
23/03/2006	77.900002	-0.709999					
24/03/2006	78.730003	0.830001					
27/03/2006	78.389999	-0.340004					
28/03/2006	77.510002	-0.879997					
29/03/2006	79.18	1.669998					
30/03/2006	78.419998	-0.760002					
31/03/2006	77.93	-0.489998					
03/04/2006	78.010002	0.080002	0.637778333	0.636	1.002796122	50.06980545	
04/04/2006	78.599998	0.589996	0.63436531	0.590571429	1.074155096	51.78759766	
05/04/2006	79.110001	0.510003	0.625482287	0.548387755	1.140583978	53.28377629	
06/04/2006	79.82	0.709999	0.631519195	0.509217201	1.240176479	55.36065977	
07/04/2006	79.57	-0.25	0.586410681	0.490701687	1.195045172	54.44285097	
10/04/2006	80.790001	1.220001	0.631667133	0.455651566	1.38629422	58.09401911	
11/04/2006	80.57	-0.220001	0.586548052	0.438819383	1.336650282	57.2036942	
12/04/2006	83.209999	2.639999	0.73322312	0.407475141	1.799430309	64.27844634	
13/04/2006	82.93	-0.279999	0.68085004	0.398369703	1.709090915	63.0872484	
17/04/2006	82.349998	-0.580002	0.632217894	0.411343438	1.536958744	60.58272518	
18/04/2006	83.300003	0.950005	0.654916973	0.381961764	1.71461396	63.16234962	
19/04/2006	84.959999	1.659996	0.726708332	0.354678781	2.048919674	67.20149735	
20/04/2006	85.5	0.540001	0.713372094	0.329344582	2.166035613	68.41475832	
21/04/2006	86.459999	0.959999	0.730988302	0.305819969	2.390256932	70.50371049	
24/04/2006	86.099998	-0.360001	0.678774851	0.309690043	2.19178778	68.66959619	
25/04/2006	85.110001	-0.989997	0.630290934	0.358283397	1.759196599	63.75756623	
26/04/2006	84.910004	-0.199997	0.585270153	0.346977226	1.686768206	62.78056299	
27/04/2006	84.099998	-0.810006	0.543465142	0.38005071	1.4299806	58.84740808	
